job_title,company_size,posted_date,year,quarter,description,years_experience_true,skill_count_true,degree_level_true,years_experience_extracted,skills_extracted,skill_count_extracted,degree_level_extracted,buzzword_count
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Tableau, dbt. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a stakeholder management.",2,2,Bachelor's preferred,2,Tableau|dbt,2,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in SAP, A/B Testing, SQL, Looker, Git. Bachelor's preferred. We're looking for someone who can cross-functional collaboration.",2,5,Bachelor's preferred,2,SQL|Looker|Git|A/B Testing|SAP,5,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in SQL, Python, Git, Snowflake. None mentioned. We're looking for someone who can self-starter.",2,4,None mentioned,2,SQL|Python|Snowflake|Git,4,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in AWS, Snowflake, Statistics. Bachelor's preferred. We're looking for someone who can cross-functional collaboration.",2,3,Bachelor's preferred,2,AWS|Snowflake|Statistics,3,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Python, Power BI, dbt, Airflow, Excel. Master's required. We're looking for someone who can stakeholder management.",1,5,Master's required,1,Python|Excel|Power BI|dbt|Airflow,5,Master's required,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with SQL, Spark, Excel, AWS, Machine Learning. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a scrappy.",2,5,Bachelor's preferred,2,SQL|Excel|AWS|Spark|Machine Learning,5,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Looker, Power BI, R, Tableau, Snowflake. None mentioned. ambiguity",2,5,None mentioned,2,Tableau|Power BI|R|Looker|Snowflake,5,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in dbt, Excel, R. Bachelor's required. We're looking for someone who can stakeholder management.",4,3,Bachelor's required,4,Excel|R|dbt,3,Bachelor's required,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Salesforce, Spark, Snowflake, GCP. None mentioned. ownership mindset",3,4,None mentioned,3,GCP|Snowflake|Spark|Salesforce,4,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: SQL, AWS, dbt. Master's preferred. stakeholder management",4,3,Master's preferred,4,SQL|AWS|dbt,3,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: SAP, Azure, Snowflake. Bachelor's preferred. scrappy",3,3,Bachelor's preferred,3,Azure|Snowflake|SAP,3,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Looker, Airflow, Salesforce. Minimum 2 years experience required. Master's preferred. Must thrive in a scrappy.",2,3,Master's preferred,2,Looker|Airflow|Salesforce,3,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Snowflake, Machine Learning, Python, AWS. Minimum 0 years experience required. Bachelor's preferred. Must thrive in a self-starter, ambiguity, wear many hats.",0,4,Bachelor's preferred,0,Python|AWS|Snowflake|Machine Learning,4,Bachelor's preferred,3
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 1+ years of experience. Required skills: R, Excel. Master's preferred. self-starter",1,2,Master's preferred,1,Excel|R,2,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Snowflake, dbt. Minimum 1 years experience required. Bachelor's preferred. Must thrive in a fast-paced environment.",1,2,Bachelor's preferred,1,Snowflake|dbt,2,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with SQL, Tableau, Azure, Power BI, A/B Testing. Minimum 1 years experience required. Bachelor's preferred. Must thrive in a ownership mindset.",1,5,Bachelor's preferred,1,SQL|Tableau|Power BI|Azure|A/B Testing,5,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Statistics, Snowflake, AWS, Salesforce. Bachelor's preferred. fast-paced environment",2,4,Bachelor's preferred,2,AWS|Snowflake|Statistics|Salesforce,4,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Python, Salesforce. Master's required. cross-functional collaboration, high-growth, ambiguity",4,2,Master's required,4,Python|Salesforce,2,Master's required,3
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Azure, Tableau, SQL. Minimum 2 years experience required. None mentioned. Must thrive in a scrappy.",2,3,None mentioned,2,SQL|Tableau|Azure,3,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in SAP, R, AWS, Machine Learning. Bachelor's preferred. We're looking for someone who can ownership mindset.",1,4,Bachelor's preferred,1,R|AWS|Machine Learning|SAP,4,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Tableau, Azure, Spark, Python, Machine Learning, GCP, AWS. None mentioned. We're looking for someone who can ambiguity.",1,7,None mentioned,1,Python|Tableau|AWS|Azure|GCP|Spark|Machine Learning,7,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with GCP, Machine Learning. Minimum 2 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",2,2,None mentioned,2,GCP|Machine Learning,2,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Looker, Tableau, Statistics, SAP, Airflow. Bachelor's preferred. We're looking for someone who can scrappy.",1,5,Bachelor's preferred,1,Tableau|Looker|Airflow|Statistics|SAP,5,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in dbt, Power BI, Statistics. None mentioned. We're looking for someone who can fast-paced environment.",3,3,None mentioned,3,Power BI|dbt|Statistics,3,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Statistics, Machine Learning, Salesforce, Power BI, Python, A/B Testing, SAP. Bachelor's required. fast-paced environment",3,7,Bachelor's required,3,Python|Power BI|Statistics|A/B Testing|Machine Learning|Salesforce|SAP,7,Bachelor's required,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,We are looking for a Data Analyst with 3+ years of experience. Required skills: Power BI. None mentioned. cross-functional collaboration,3,1,None mentioned,3,Power BI,1,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Airflow, R, GCP. Minimum 3 years experience required. None mentioned. Must thrive in a fast-paced environment.",3,3,None mentioned,3,R|GCP|Airflow,3,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with SQL. Minimum 1 years experience required. None mentioned. Must thrive in a fast-paced environment.",1,1,None mentioned,1,SQL,1,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: SQL, Salesforce, Azure, Machine Learning, Excel. None mentioned. cross-functional collaboration",2,5,None mentioned,2,SQL|Excel|Azure|Machine Learning|Salesforce,5,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Python, Statistics, R, GCP. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a high-growth.",2,4,Bachelor's preferred,2,Python|R|GCP|Statistics,4,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in AWS, GCP, SQL. Bachelor's preferred. We're looking for someone who can stakeholder management.",2,3,Bachelor's preferred,2,SQL|AWS|GCP,3,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with GCP, Azure, Looker. Minimum 3 years experience required. Master's preferred. Must thrive in a wear many hats, fast-paced environment.",3,3,Master's preferred,3,Azure|GCP|Looker,3,Master's preferred,2
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 1+ years of experience. Required skills: SAP, Looker, GCP, Git. None mentioned. cross-functional collaboration",1,4,None mentioned,1,GCP|Looker|Git|SAP,4,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Looker, Spark, Statistics, Excel, R. None mentioned. ownership mindset",3,5,None mentioned,3,Excel|R|Looker|Spark|Statistics,5,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Snowflake, Tableau, Power BI. Bachelor's preferred. We're looking for someone who can stakeholder management.",5,3,Bachelor's preferred,5,Tableau|Power BI|Snowflake,3,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in GCP, A/B Testing, Machine Learning. None mentioned. We're looking for someone who can wear many hats.",3,3,None mentioned,3,GCP|A/B Testing|Machine Learning,3,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with SQL, Snowflake. Minimum 1 years experience required. None mentioned. Must thrive in a scrappy.",1,2,None mentioned,1,SQL|Snowflake,2,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Git, Machine Learning, R, GCP, SAP. Bachelor's preferred. stakeholder management",2,5,Bachelor's preferred,2,R|GCP|Git|Machine Learning|SAP,5,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Excel, Spark, Statistics, SAP, Salesforce. Master's preferred. ownership mindset",2,5,Master's preferred,2,Excel|Spark|Statistics|Salesforce|SAP,5,Master's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Azure, Machine Learning. Minimum 5 years experience required. Bachelor's preferred. Must thrive in a wear many hats.",5,2,Bachelor's preferred,5,Azure|Machine Learning,2,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Looker, Airflow. Bachelor's preferred. We're looking for someone who can self-starter.",2,2,Bachelor's preferred,2,Looker|Airflow,2,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Airflow, SAP, Looker, SQL, dbt. Bachelor's required. ambiguity",2,5,Bachelor's required,2,SQL|Looker|dbt|Airflow|SAP,5,Bachelor's required,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Machine Learning, GCP, AWS, Airflow. None mentioned. We're looking for someone who can cross-functional collaboration.",2,4,None mentioned,2,AWS|GCP|Airflow|Machine Learning,4,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Spark, AWS, Tableau, Statistics, Power BI. None mentioned. fast-paced environment",3,5,None mentioned,3,Tableau|Power BI|AWS|Spark|Statistics,5,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Statistics, dbt, Python, Excel. Bachelor's preferred. self-starter",3,4,Bachelor's preferred,3,Python|Excel|dbt|Statistics,4,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in GCP, Tableau, Machine Learning, Snowflake. Master's preferred. We're looking for someone who can fast-paced environment.",5,4,Master's preferred,5,Tableau|GCP|Snowflake|Machine Learning,4,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Snowflake, Statistics. Bachelor's required. We're looking for someone who can fast-paced environment.",4,2,Bachelor's required,4,Snowflake|Statistics,2,Bachelor's required,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Git, AWS, Looker. Minimum 2 years experience required. Master's preferred. Must thrive in a stakeholder management.",2,3,Master's preferred,2,AWS|Looker|Git,3,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in SAP. Master's preferred. We're looking for someone who can ownership mindset.,4,1,Master's preferred,4,SAP,1,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Excel, Looker. None mentioned. high-growth",4,2,None mentioned,4,Excel|Looker,2,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Tableau, AWS, SQL. Bachelor's required. stakeholder management",2,3,Bachelor's required,2,SQL|Tableau|AWS,3,Bachelor's required,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with GCP, SAP, dbt, Machine Learning, Azure. Minimum 1 years experience required. Master's preferred. Must thrive in a ambiguity.",1,5,Master's preferred,1,Azure|GCP|dbt|Machine Learning|SAP,5,Master's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Azure, Spark, A/B Testing, Tableau. None mentioned. fast-paced environment",3,4,None mentioned,3,Tableau|Azure|Spark|A/B Testing,4,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Python, GCP, A/B Testing, R, Snowflake. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a scrappy.",3,5,Bachelor's preferred,3,Python|R|GCP|Snowflake|A/B Testing,5,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Spark, GCP, Salesforce, Python. Bachelor's preferred. We're looking for someone who can wear many hats.",2,4,Bachelor's preferred,2,Python|GCP|Spark|Salesforce,4,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with SAP, AWS, Python, Looker, GCP. Minimum 3 years experience required. None mentioned. Must thrive in a high-growth.",3,5,None mentioned,3,Python|AWS|GCP|Looker|SAP,5,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Python, GCP, Looker, Machine Learning. None mentioned. We're looking for someone who can cross-functional collaboration.",3,4,None mentioned,3,Python|GCP|Looker|Machine Learning,4,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Machine Learning. Minimum 1 years experience required. None mentioned. Must thrive in a high-growth.",1,1,None mentioned,1,Machine Learning,1,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 0 years of relevant experience and is proficient in Excel, Power BI, Statistics, Python, Git. Bachelor's preferred. We're looking for someone who can ownership mindset.",0,5,Bachelor's preferred,0,Python|Excel|Power BI|Git|Statistics,5,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Snowflake, SQL, GCP. Master's required. high-growth",3,3,Master's required,3,SQL|GCP|Snowflake,3,Master's required,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Spark, AWS. None mentioned. scrappy",3,2,None mentioned,3,AWS|Spark,2,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Spark, AWS. None mentioned. We're looking for someone who can scrappy.",1,2,None mentioned,1,AWS|Spark,2,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Salesforce, Airflow. Bachelor's preferred. fast-paced environment",3,2,Bachelor's preferred,3,Airflow|Salesforce,2,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: GCP, Looker, AWS. Master's required. fast-paced environment",2,3,Master's required,2,AWS|GCP|Looker,3,Master's required,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Git, R, Excel. Minimum 4 years experience required. Master's preferred. Must thrive in a high-growth.",4,3,Master's preferred,4,Excel|R|Git,3,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Tableau. Minimum 4 years experience required. Bachelor's required. Must thrive in a cross-functional collaboration.",4,1,Bachelor's required,4,Tableau,1,Bachelor's required,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Airflow, A/B Testing, Snowflake, dbt, Git, Spark. Master's required. We're looking for someone who can scrappy.",2,6,Master's required,2,Snowflake|dbt|Airflow|Spark|Git|A/B Testing,6,Master's required,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Git, Snowflake, Airflow, Machine Learning, Excel. Master's preferred. high-growth",3,5,Master's preferred,3,Excel|Snowflake|Airflow|Git|Machine Learning,5,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in GCP, Azure, Tableau, Statistics. None mentioned. We're looking for someone who can scrappy.",3,4,None mentioned,3,Tableau|Azure|GCP|Statistics,4,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Snowflake, Git, A/B Testing. None mentioned. We're looking for someone who can wear many hats.",3,3,None mentioned,3,Snowflake|Git|A/B Testing,3,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Snowflake, Tableau, SQL, A/B Testing, Azure. Master's preferred. We're looking for someone who can cross-functional collaboration.",4,5,Master's preferred,4,SQL|Tableau|Azure|Snowflake|A/B Testing,5,Master's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,We are looking for a Data Analyst with 2+ years of experience. Required skills: Machine Learning. Bachelor's required. cross-functional collaboration,2,1,Bachelor's required,2,Machine Learning,1,Bachelor's required,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Tableau, dbt, AWS, Spark, SQL. Bachelor's preferred. fast-paced environment",2,5,Bachelor's preferred,2,SQL|Tableau|AWS|dbt|Spark,5,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Spark, Power BI. Bachelor's preferred. We're looking for someone who can stakeholder management, cross-functional collaboration, ownership mindset.",3,2,Bachelor's preferred,3,Power BI|Spark,2,Bachelor's preferred,3
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Looker, Power BI, Machine Learning, Python. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a cross-functional collaboration.",3,4,Bachelor's preferred,3,Python|Power BI|Looker|Machine Learning,4,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Git, Spark, Snowflake, Azure, R. Minimum 0 years experience required. None mentioned. Must thrive in a ownership mindset.",0,5,None mentioned,0,R|Azure|Snowflake|Spark|Git,5,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Statistics, A/B Testing, Machine Learning, Salesforce. Bachelor's required. We're looking for someone who can wear many hats.",4,4,Bachelor's required,4,Statistics|A/B Testing|Machine Learning|Salesforce,4,Bachelor's required,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Excel, R, dbt, Statistics. Minimum 2 years experience required. None mentioned. Must thrive in a fast-paced environment.",2,4,None mentioned,2,Excel|R|dbt|Statistics,4,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 0 years of relevant experience and is proficient in Git, Tableau, AWS, Azure. Bachelor's preferred. We're looking for someone who can cross-functional collaboration.",0,4,Bachelor's preferred,0,Tableau|AWS|Azure|Git,4,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 1+ years of experience. Required skills: SAP, Snowflake, R. Master's required. self-starter",1,3,Master's required,1,R|Snowflake|SAP,3,Master's required,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Statistics, SQL, Spark, Python. None mentioned. We're looking for someone who can self-starter, ownership mindset, scrappy.",3,4,None mentioned,3,SQL|Python|Spark|Statistics,4,None mentioned,3
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with R, GCP, Power BI, Airflow, A/B Testing. Minimum 5 years experience required. Bachelor's required. Must thrive in a high-growth.",5,5,Bachelor's required,5,Power BI|R|GCP|Airflow|A/B Testing,5,Bachelor's required,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Git, R, AWS. Bachelor's preferred. cross-functional collaboration",3,3,Bachelor's preferred,3,R|AWS|Git,3,Bachelor's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 0 years of relevant experience and is proficient in Airflow, SAP, dbt, Python, Power BI, Excel. None mentioned. We're looking for someone who can ambiguity.",0,6,None mentioned,0,Python|Excel|Power BI|dbt|Airflow|SAP,6,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Spark, Git, SAP. Master's preferred. We're looking for someone who can cross-functional collaboration.",1,3,Master's preferred,1,Spark|Git|SAP,3,Master's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in SQL, Azure, R, AWS, Salesforce, Python. None mentioned. We're looking for someone who can high-growth.",3,6,None mentioned,3,SQL|Python|R|AWS|Azure|Salesforce,6,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Looker, Snowflake, SAP. Minimum 4 years experience required. None mentioned. Must thrive in a high-growth.",4,3,None mentioned,4,Looker|Snowflake|SAP,3,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Excel, Azure, Looker. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a self-starter.",3,3,Bachelor's preferred,3,Excel|Azure|Looker,3,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Machine Learning, AWS, Salesforce. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a fast-paced environment.",2,3,Bachelor's preferred,2,AWS|Machine Learning|Salesforce,3,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Tableau, Python, Git, Azure. None mentioned. We're looking for someone who can ownership mindset.",4,4,None mentioned,4,Python|Tableau|Azure|Git,4,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Snowflake, dbt. None mentioned. fast-paced environment",2,2,None mentioned,2,Snowflake|dbt,2,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with AWS, Azure, SAP, GCP. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a wear many hats, stakeholder management.",2,4,Bachelor's preferred,2,AWS|Azure|GCP|SAP,4,Bachelor's preferred,2
Data Analyst,enterprise,2022-08-15,2022,2022Q3,We are looking for a Data Analyst with 3+ years of experience. Required skills: Tableau. Bachelor's preferred. fast-paced environment,3,1,Bachelor's preferred,3,Tableau,1,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in SAP, Azure, SQL, R, Power BI. Bachelor's required. We're looking for someone who can wear many hats.",1,5,Bachelor's required,1,SQL|Power BI|R|Azure|SAP,5,Bachelor's required,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Salesforce, Python. None mentioned. high-growth",3,2,None mentioned,3,Python|Salesforce,2,None mentioned,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: AWS, Machine Learning, Power BI. None mentioned. ownership mindset",3,3,None mentioned,3,Power BI|AWS|Machine Learning,3,None mentioned,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Salesforce, R, Python. None mentioned. We're looking for someone who can stakeholder management.",3,3,None mentioned,3,Python|R|Salesforce,3,None mentioned,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Excel, Airflow, Tableau, SQL. Bachelor's preferred. stakeholder management",4,4,Bachelor's preferred,4,SQL|Excel|Tableau|Airflow,4,Bachelor's preferred,1
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in AWS, Git, dbt, Statistics, Snowflake. Master's preferred. We're looking for someone who can self-starter.",3,5,Master's preferred,3,AWS|Snowflake|dbt|Git|Statistics,5,Master's preferred,1
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with GCP, SAP, Tableau. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a self-starter.",3,3,Bachelor's preferred,3,Tableau|GCP|SAP,3,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Spark, SQL, Git, Azure. Bachelor's preferred. We're looking for someone who can ownership mindset.",3,4,Bachelor's preferred,3,SQL|Azure|Spark|Git,4,Bachelor's preferred,1
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Tableau, dbt, Machine Learning. None mentioned. We're looking for someone who can cross-functional collaboration.",3,3,None mentioned,3,Tableau|dbt|Machine Learning,3,None mentioned,1
